,Rating,Title,Review,Review_Date
3826,5.0,Fabulous phone,If you purchased this type of one plus brand within a budget then it's a great. Deal now.Very handyBattery 🔋 is averageCameras quality is very good.Screen is amoled so it's easily gives nice experience.Last but not least we received brand in the budget.,7 March 2022
3827,1.0,Camera Bekar hai,"I don't like it, camera itna bada hai but camera ander se Bekar hai mat lena Bhai koi ................................................................................don't bay",22 March 2022
3828,5.0,Best phone at this price,Awesome look and best video quality. Go for it. As it is a great deal at this price over all .,26 February 2022
3829,1.0,Very worst phone....,"It's very worst phone on earth do not buy.somrtine it's reconnect automatically, automatically hold,mute, dial automatically....service center say it's software issue,seat for long hour ,they format and give back to you,I am ashamed of having one plus",17 May 2022
3830,5.0,Superb phone with a really fast experience.,"Really a very good and budget phone introduced by OnePlus. Great camera, great gaming experience, sensors are too fast, no lags, battery time is around one full charge for a whole day with regular hand use include games, videos.",7 March 2022
3831,4.0,i bought this in 18k and that way itssor is ok..records on 4k... otherwise its ok..,i bought this in 18k and that way its ok for me...camera average quality but processor is ok..but hang during video Play or records on 4k... otherwise its ok..but now its looks i am in loss..,7 March 2022
3832,5.0,Just loved,"The media could not be loaded.
                



 Overall it's k to use... Just loved this mbl.... Surely u can go for it, no hanging.. Camera quality is good",25 May 2022
3833,5.0,it is good piece,"it is value for money. good performance, nice features to handle. The phone cam giving beautiful photos and it is nice piece",7 June 2022
3834,5.0,💯 % charging superb one grab it as said good price,Super phone with fast charging exact 30minutes. OnePlus trusted brand preference first with price range Lelo yaar kiraak phone hai apan Hyderabadi hai jhoot nahi bolte,17 April 2022
3835,5.0,Great Phone in every aspect except single speaker and camera optimization,"Don't expect a flagship camera but in 20k, you have a very smooth performance and never heat up. Only I feel , stereo speaker should have been there. Rest all are perfect. And yes, I use many apps, even my company apps and it is very smooth",17 April 2022
3836,1.0,Don't buy poor camera,Very poor camera and build quality don't buy this product . OnePlus totally become oppo in every aspect . Thank,27 February 2022
3837,1.0,Pathetic phone one plus ever launched,"Camera is dull,apps hang,less bettery backup,big AAP's not run and installed, display also very dull,front camera also zero,over all pethatic phone",14 March 2022
3838,5.0,very bad,not good and seller also not good in packing! am not recommended to buy this product this price. check with some other products too this price,8 March 2022
3839,4.0,फोन बहुत ही मस्त है,फोन बहुत मस्त है इस मूल्य में। कैमरा भी अच्छा है।बैटरी एक दिन सामान्यतः चल जाती है। फोन की स्पीड अच्छी है। कमियां तो कुछ ना कुछ रहती ही है😄😆,19 April 2022
3840,2.0,"Worst product, quality of camera is poor and it takes more than 1hr for fully charge","Worst product, quality of camera is poor and it takes more than 1hr for fully charge,there is no return option for this mobile only replace option",5 June 2022
3841,1.0,POOR QUALITY PHONE ITSELF NOT GETTING SWITCH ON,"i dislike this product one plus totally phone itself not getting switch on, Kindly replace the product my EMI was keep going",20 June 2022
3842,5.0,Good,"Overall it's good and people are creating rumours that camera is bad but its Average, Not the best but average. Battery life minorly gets reduced after first update. And i am eagerly waiting for Android 12 update.",1 May 2022
3843,5.0,Super mobile,,27 February 2022
3844,1.0,Ok ok,"I am not happy with the performance of battery. It is not like 4500mh, I hardly use phone , still draining faster.Others like camera , touch sound is ok .",5 June 2022
3845,3.0,Not Happy With Nord series,Little disappointed with softwear... Ambition display not working proper and in starting battery was draining quickly... Auto britness not working peoepr.,7 April 2022
3846,1.0,Do not buy Oneplus devices,Proximity sensor of oneplus devices sucks.Phone is always in pocket mode evenif you take it out.Most of the users reported this bug and it is not yet fixed.,4 April 2022
3847,5.0,It's a fantastic phone after using samsung mobile..,Fingerprint sensor working quickly and camera options also more. I liked slow motion recording options very much.. The camera quality was very good. We can zoom it around 20 metres.. but after zooming can't expect same quality of images..,9 May 2022
3848,5.0,Very smooth phone.,Really awesome .One thing I want to highlight one thing that battery gets drainage faster. Other features are top to mark.,1 April 2022
3849,1.0,Disgusting phone,Camera is horrible. After clicking any picture the camera automatically processes the picture which becomes very weird after that. Battery life is also very poor. After fully charged it remains maximum 2 hrs. I'm totally frustrated with this phone.,15 March 2022
3850,3.0,One plus Nord ce 2 is copy of Reno 7,"I didn't feel much difference between oppo Reno 7 and one plus Nord ce 2, i think one plus have to do more hard work in his upcoming features, here is fingerprint reader is fast, and mobile battery work also fine but i didn't feel cool with camera",7 March 2022
3851,1.0,Audible problem,There is a problem in Mike And speaker ....on ongoing call voice is not audible to other party viceversa.. rest is ok,20 May 2022
3852,5.0,"Photography clear, battery back up avarage","Nice phone, photography is clear, hanging problem sometime, battery back up avvarage,charging very fast. over all is good not for best.",25 March 2022
3853,5.0,Gjb 👌👌,Gjb 👌👌 camera clearly.. awesome..soft touch best phone in this ranges... I love this OnePlus .. Nord c e 2,16 June 2022
3854,5.0,"Budget in one plus , we expected more from one plus",Like : 1) Display ok2) Battery backup 3) Budget FriendlyDislike : 1) Finger print reader slow capture2) mono Speaker3) Rear Camera4) Android 11,27 April 2022
3855,5.0,Amazing mobile from Amazon...,Superb mobile.. This my first OnePlus phone feeling great..  thanks for the budget mobile. Performance also very good.. Design and colour very nice.,26 February 2022
3856,4.0,Quite good at this range,Camera is quite good.... finger print is really good .....overall budget phone just needed 12gb 256gb variation.. 5G works good,13 March 2022
3857,5.0,"SUPERB PHONE,,AMAZING,,5 OUT OF 5","AMAZING PHONE. THIS. MY. FIRST. ONEPLUS MOBILE. AND. IM. VERY. HAPPY,,IM. NOT. HEAVY USER,,,,TWO. DAY. BATTERY LIFE.  IN. 20 MNT. 80. PERCENT CHARGED,,,NICE. CAMERA,, EVERYTHING IS,,SUPERB,,,THANK YOU ONEPLUS. FOR. BUDGET PHONE,",20 March 2022
3858,1.0,Worst phone ever,"Total wastage of money,worst phone ever,no battery life,don't buy this phoneGo for another phoneThis is not one plus quality phoneThis is just like a Chinese phone which come under 15k",20 April 2022
3859,1.0,just don't buy it,"worst Android phone I've ever purchased, battery charging stuck on 75% and phone saying full charged, camera is not also so good, in gallery albums are everytime loads, even the thumbnails loading took time.",20 May 2022
3860,1.0,"After 7 months, UI keeps crashing 30-40 times in a day","My UI keeps crashing every now and then....Good for nothing phone....MI is much better than this.....I used my previous MI-note 5 for 3 yrs....and now this piece of scrap ,I have to replace in 8-9 months",15 May 2022
3861,5.0,"This phone Is Amazing,","Very good package, camera, battery, fingerprint  All of above,  You can buy Without tension amazing phone one of 100  good phone",29 April 2022
3862,1.0,Phone heats up when on mobile data and screen is on. Have power off to cool it,Phone heats up when on mobile data and screen is on. Have power off to cool it . On wifi no heating problem,20 April 2022
3863,5.0,Using 2 months.. Oxygen OS is very good..,Light weight & OS is very good . Overall build quality is good and speaker sound very soothing. Go for it,12 June 2022
3864,1.0,product problem,arange interlock to opening of pack while opening. worst. betryed me. give me another. or refund my money. refunfd my money,20 May 2022
3865,4.0,Don't expect camera  macro shorts,Actually this product is very nice design and moreover don't expect high camera resolution it's is the first worst performed camera poor lenses and  macro shorts camera can't work properly  please don't bought this one  model,16 March 2022
3866,1.0,Battery backup very poor don't buy,At 25k budget better to buy something better like samsung or realme....this has problem withBattery backup and sound very low,1 May 2022
3867,4.0,Value for money,I bought one plus nord CE2 outside.. I'm using this mobile last one week.. user experience is good nd battery backup too good.. charging time 5% to 100% ..35 min approx... Camera is average..,13 March 2022
3868,1.0,BAD bakwas,Maja nahe hai camera bad battery bad hang calll bad hang calll bad battery bad bad bad bad bad bad,30 March 2022
3869,4.0,Slim & Stylish with Faaaast Charging...,Battery backup for a One long day....Awesome display quality...Delivery delayed and I had contact with the customer care.. Good Response from Amazon customer care.. Now I Got the phone,7 March 2022
3870,4.0,Overall good,"The media could not be loaded.
                



 Over all thik thak haiDaily use ke liye a a a a a a a a a a a",20 April 2022
3871,5.0,Amazing phone,"Camera quality very good. Battery runs out fast but it charges also pretty fast , that's not a problem the problem is such a expensive phone should give a head phone with it .",10 April 2022
3872,4.0,Satisfactory Performance But Worst Camera!,"Everything is good like screen quality, performance, battery backupBut Camera is not upto the mark. It feels like I'm using a 10K phone for the quality of images that I'm getting",14 March 2022
3873,1.0,Don't buy all all time heating issue,Don't buy all all time heating issuehe will blast futureOnePlus not supportphone claimbecarefultc.,7 April 2022
3874,1.0,Not upto the mark. It drops call and has disturbance,"It's my 1 month experience, don't go for it. There is call drop and even disturbaance in call.It is hard to check watsapp message by clicking notification.So, don't go for it.",7 May 2022
